기업명,상태,기업소개,증권구분,모집가액,청약금액,발행금액,발행일,업종,청약률,청약자수,중개업자,임직원수,자산총계,부채총계,자본총계,자본금,매출액,영업이익,당기순이익
헤니,성공,"헤니는 일자리 창출형 사회적기업으로 대표 브랜드인 트리디비 사이트(treedb.co.kr)를 운영하고 있습니다. 이는 국내 최초의 온라인 조경수 직거래장으로조경수 생산, 관리, 유통 등 조경수 유통 및 조경 관련된 모든 지식을 제공 하고 있습니다.",채권,"30,000,000","30,000,000","30,000,000",2022-04-29,전문기술,100%,14,오마이컴퍼니,8,"1,005,475,152","653,378,369","349,606,062","340,000,000","611,227,969","19,959,764","2,490,721"
엑스렌,성공,"엑스렌은 매 순간 지금보다 더 깨끗한 에너지를 만들고 제공하여 사회에 공헌하는 것을 사명으로 하는 기업입니다. 초기 사업지 개발부터 발전운영, 최종 소비자에게 전달되는 전과정에서 더 깨끗하고 저렴한 에너지 사업을 하려고 노력합니다. 그것이 결국 우리 사회와 후손을 위한 길이라 믿습니다.",채권,"200,000,000","268,700,000","200,000,000",2022-04-29,기타,134%,16,엑스퀘어,1,"3,354,082,876","2,766,297,454","587,785,422","230,887,000","800,000","-18,036,580","-171,322,541"
테이스터스,성공,"수제버거 전문점을 운영하는 디자이너와 펀드매니저, 공인회계사가 함께 모여 만든 회사 ‘TASTERS’는 글로벌 시장을 겨냥한 국내 토종 F&B 회사입니다.",채권,"400,000,000","331,000,000","331,000,000",2022-04-27,기타,83%,71,오마이컴퍼니,300,"5,747,931,565","5,303,509,985","444,421,580","595,730,500","21,929,787,567","449,075,111","309,478,132"
케어슨,성공,방사선 저감과 차폐에 관한 연구와 제품 개발,채권,"150,080,000","153,760,000","150,080,000",2022-04-22,제조,102%,61,펀딩포유,2,"1,128,729,221","867,204,378","261,524,843","309,680,000","174,554,534","-217,362,149","-244,291,302"
씨씨오씨,성공,㈜씨씨오씨는 대형 전시를 개최하여 전시문화의 트렌드를 이끄는 전시기획사입니다. 모든 일상이 예술과 문화가 될 수 있는 세상을 꿈꾸며 관람객과 함께 호흡할 수 있는 다양하고 참신한 전시와 문화행사를 소개합니다.,채권,"300,000,000","615,500,000","300,000,000",2022-04-18,예술·여가,205%,452,펀더풀,4,"1,471,035,521","1,121,260,500","349,775,021","40,000,000","864,336,119","2,517,552","10,508,039"
마젠타로보틱스,종료,마젠타로보틱스는 다양한 로봇 애플리케이션을 위한  로봇 및 AI 플랫폼을 구축하여 미래 가치를 창출하는 기업입니다.,주식,"100,500,000","7,500,000",0,2022-04-13,제조,7%,5,오마이컴퍼니,14,"558,604,170","393,624,293","164,979,877","150,000,000","605,390,908","10,491,357","34,497,854"
인사이드아웃커뮤니케이션즈,성공,"인사이드아웃커뮤니케이션즈는 정신과전문의 대표이사를 비롯하여 정신건강 전문가들이 근로자 지원 프로그램(EAP)을 통해 근로자의 정신건강을 돕고, 기업의 생산성에 영향을 미칠 수 있는 근본적인 해결 방향을 지원하는 기업입니다.",주식,"99,999,000","123,618,000","99,999,000",2022-04-01,전문기술,124%,11,크라우디,1,"6,251,951",,"6,251,951","10,000,000",,"-3,772,340","-3,748,049"
네오위드,종료,"위드 코로나시대 세계적인 팬더믹 해소에 도움이 되는 상시방역의 필수품인 항바이러스 장치 ""코코스""를 제조 판매하고 있습니다. ",주식,"100,000,000",0,0,2022-03-30,제조,0%,0,오마이컴퍼니,2,"528,775,602","508,420,720","20,354,882","50,000,000",,"-29,048,330","-29,645,118"
휴마코스,종료,"휴마코스는 노화를 개선을 통해 과거의 젊고 건강한 피부로의 변화로 행복한 삶을 추구 하는데 도움을 주고자 사물인터넷과 헬스케어 그리고, 천연화장품이 결합된 항노화 디바이스를 개발·제조·생산하는 기업입니다.",주식,"55,040,000","11,266,000",0,2022-03-26,제조,20%,5,오마이컴퍼니,4,"324,497,451","563,669,887","-239,172,436","98,231,000","12,397,723","-97,393,113","-108,846,322"
네오에스티지,성공,"다양한 공간에 꼭 필요한 공기살균청정 솔루션을 제공하고 있으며, 공기살균청정 브랜드‘네오큐어(NeoCure)’를 생산, 판매하고 있는 기업입니다.",채권,"60,000,000","54,300,000","54,300,000",2022-03-24,제조,91%,22,펀딩포유,6,"1,301,292,925","908,046,470","393,246,455","1,400,000,000","176,245,764","-246,809,162","-234,645,435"
딱플,종료,딱플은 AI시스템을 기반으로 시설물을 보다 편리하게 관리운영하고 이용자들이 비교 검색을 하면서 편리하게 예약과 결제를 할 수 있도록 도와줄 수 있는 플랫폼입니다. ,주식,"297,700,000",0,0,2022-03-24,예술·여가,0%,0,오마이컴퍼니,3,,,,,,,
현대에이아이티,성공,현대AIT는 PEMF 의료기기를 기반으로 설립된 바이오벤처 전문기업이다.,주식,"80,000,000","74,560,000","74,560,000",2022-03-23,제조,93%,51,펀딩포유,8,"355,615,584","685,431,284","-329,815,700","200,000,000","128,752,018","-592,556,768","-386,350,692"
에이아이비즈,성공,"반도체 제조 공정에서 발생한 데이터를 활용한
품질예측 AI 솔루션 개발 및 판매",주식,"349,980,000","386,550,000","349,980,000",2022-03-19,IT·영상,110%,62,오픈트레이드,6,"83,937,165","113,601,581","-29,664,416","50,000,000","36,727,270","-166,900,439","-129,099,242"
지엘텍,성공,세계 최초 Color Anodizing 처리 가능한 알루미늄 합금 소재 특허 기술 및 양산 능력을 보유한 보유다이캐스팅 & 아노다이징 전문업체,주식,"100,000,000","101,000,000","100,000,000",2022-03-19,제조,101%,45,펀딩포유,14,"4,033,837,584","3,176,292,165","857,545,419","360,863,500","2,217,255,709","79,311,818","33,048,967"
레츠프레소,성공,"“Total Service for Consumer & Customer”
고객 접점의 전체 영역에서 원스톱 서비스가 목표인 ㈜레츠프레소는 국내 대표 순수 브랜드 
캐빈잇(CABINEAT)이라는 캡슐커피를 직접개발, 생산하여 유통하고 있는 Smart F&B 전문기업입니다.",주식,"200,003,500","168,936,100","168,936,100",2022-03-18,제조,84%,111,와디즈파이낸스,20,,,,,,,
씨네트웍스,성공,"수비드 공법을 적용한？원육 가공제품을 개발, 생산하고 다양한 유통채널을 통하여 상품을 판매하는 기업입니다.",채권,"50,000,000","41,800,000","41,800,000",2022-03-17,도소매,84%,24,펀딩포유,15,"800,135,601","620,506,402","179,629,199","78,230,000","1,178,659,435","-12,999,406","14,527,504"
닥터아이앤비,종료,닥터아이앤비(주)는 독성이 적고 효과가 탁월한 광역동치료기술을 이용하여 종양치료를 위한 항암제와 레이저치료기를 개발하고 있습니다.,주식,"300,000,000",0,0,2022-03-17,제조,0%,0,오마이컴퍼니,7,"1,056,440,923","445,971,103","610,469,820","237,500,000","485,978,182","-251,293,886","-191,448,706"
쿼럼바이오,성공,"당사는 2013년 서울대 교수들을 주축으로 설립된 바이오기업입니다. 세균들의 의사소통 수단인 쿼럼센싱에 관한 연구를 통해, 세계최초로 쿼럼센싱 억제제의 제품화에 성공하였습니다.",주식,"85,008,000","85,360,000","85,008,000",2022-03-05,제조,100%,42,오마이컴퍼니,19,"1,848,687,483","2,329,192,482","-679,057,086","873,260,500","691,920,669","-1,633,283,105","-1,948,809,852"
라온아띠,종료,"노인 산업 전문기관 주간보호센터, 방문요양, 요양원, 복지용구 운영, 노인 맞춤형 프로그램 전문기관 운영 ",주식,"50,875,000",0,0,2022-03-04,IT·영상,0%,0,오마이컴퍼니,5,"660,317,539","447,818,087","212,499,452","160,000,000","892,171,417","-178,378,915","19,518,163"
솔라인베스트먼트,성공,"태양광 발전소를 건설 및 운영하여, 전력 및 신재생에너지인증서(REC)를 판매 하는 사업임.",채권,"80,000,000","90,500,000","80,000,000",2022-02-22,기타,113%,6,엑스퀘어,1,"977,142,706","814,178,026","162,964,680","1,000,000","17,860,761","-5,814,429","-20,521,532"
아트스퀘어앤컬쳐,성공,아트스퀘어앤컬쳐는 대한민국의 문화예술스타트업입니다. 아티스트와의 협업을 통해 다양한 비즈니스 모델을 만들어 가고 있습니다.,주식,"50,037,000","49,842,000","49,842,000",2022-02-19,제조,100%,11,크라우디,6,"114,823,242","157,277,902","-42,454,660","50,000,000","176,062,552","10,911,424","15,496,502"
솔란드,성공,"솔란드는 경량, 유연 CIGS 박막 태양광 모듈을 개발/생산/판매하는 연구소 기업입니다. 현재 KS 인증을 획득한 2개 발전용 모듈 제품을 판매하고 있으며, 롤업셰이드, 블라인드, 차양 등에 적용 가능한 롤러블 모듈과 수상 태양광 모듈 등 다양한 응용 제품을 개발하고 있습니다.",주식,"299,987,200","324,155,200","299,987,200",2022-02-17,제조,108%,147,크라우디,6,"657,846,832","206,312,016","451,534,816","214,348,000","308,588,379","-131,107,349","-131,037,132"
재플,종료,"세계 최초 TV의 채널 전환 광고 기술을 개발하고, 시청자의 데이터를 분석하여 맞춤형 광고를 송출하는 서비스를 제공하고 있습니다.",주식,"100,000,000","16,960,000",0,2022-02-12,IT·영상,17%,10,크라우디,19,"2,452,086,011","4,269,381,943","-1,817,295,932","1,984,940,000","2,639,244,432","-1,194,953,734","-1,462,564,170"
콘랩컴퍼니,성공,"카카오프렌즈, 무민 IP 라이선스 계약을 통한 테마파크 구축, 콘텐츠 제작 등 캐릭터 IP 사업, NH농협카드의 라이언 치즈와 어피치 스윗 체크카드, IBK기업은행 무민 체크 및 신용카드의 기획 및 마케팅을 담당하는 금융 제휴사업, 오모리 집밥을 런칭한 식품 브랜딩 사업을 영위하고 있습니다.",주식,"200,100,000","222,150,000","200,100,000",2022-02-12,예술·여가,111%,99,크라우디,16,"1,003,842,032","801,806,861","202,035,171","318,070,000","473,187,112","-385,877,843","-397,926,829"
온공투영화킹메이커,성공,영화<킹메이커>의 프로젝트 투자를 위해 설립된 특수 목적 법인입니다.,채권,"200,000,000","201,400,000","200,000,000",2022-02-09,IT·영상,101%,106,펀더풀,1,,,,,,,
농업회사법인(주)푸드클로버,성공,국내 최초로 식용 네잎클로버 품종을 개발하여 독점적인 식용 네잎 클로버 품종 보호권을 바탕으로 다양한 융복합산업 고부가가치를 창출하고 있는 회사입니다,채권,"100,000,000","101,700,000","100,000,000",2022-02-09,도소매,102%,42,펀딩포유,5,"1,465,451,388","687,914,461","777,536,927","250,000,000","1,600,395,943","169,408,920","125,711,208"
쿡플레이,성공,"나에게 꼭 맞는 건강식단, 쿡플레이와 함께하면 가능합니다. 
(주)쿡플레이는 영양관리가 꼭 필요한 임신성당뇨 임산부들을 대상으로 1:1 맞춤형 영양관리 서비스 ""Momplay""를 제공합니다. 3끼 식사와 간식을 가장 신선하게 받아볼 수 있는 매일 새벽배송 시스템과 자체 어플을 통한 체계적인 영양관리 시스템으로 21년 5월 서비스 런칭 이후 월평균 157%의 꾸준한 매출 향상이 이루어지고 있습니다. ",주식,"50,002,920","61,167,960","50,002,920",2022-02-05,IT·영상,122%,45,와디즈파이낸스,10,"665,283,366","534,096,271","131,187,095","279,454,500","116,206,444","-44,609,893","-56,958,879"
온공투영화해적2,종료,영화 <해적:도깨비 깃발>의 프로젝트 투자를 위해 설립된 특수 목적 법인입니다.,채권,"300,000,000","54,100,000",0,2022-02-04,IT·영상,18%,68,펀더풀,1,,,,,,,
온공투드라마결사곡2,성공,드라마<결혼작사 이혼작곡 시즌2>의 프로젝트 투자를 위해 설립된 특수 목적 법인입니다.,채권,"300,000,000","361,400,000","300,000,000",2022-01-26,IT·영상,120%,177,펀더풀,1,,,,,,,
씨씨오씨,성공,㈜씨씨오씨는 대형 전시를 개최하여 전시문화의 트렌드를 이끄는 전시기획사입니다. 모든 일상이 예술과 문화가 될 수 있는 세상을 꿈꾸며 관람객과 함께 호흡할 수 있는 다양하고 참신한 전시와 문화행사를 소개합니다.,채권,"300,000,000","384,000,000","300,000,000",2022-01-20,예술·여가,128%,272,펀더풀,4,"1,471,035,521","1,121,260,500","349,775,021","40,000,000","864,336,119","2,517,552","10,508,039"
테이스터스,성공,"수제버거 전문점을 운영하는 디자이너와 펀드매니저, 공인회계사가 함께 모여 만든 회사 ‘TASTERS’는 글로벌 시장을 겨냥한 국내 토종 F&B 회사입니다.",채권,"120,000,000","138,500,000","120,000,000",2022-01-17,기타,115%,47,오마이컴퍼니,300,"6,793,464,096","2,980,327,342","3,813,136,754","595,730,500","13,598,842,762","451,880,580","259,192,870"
메드랩,성공,"메드랩은 바이오 헬스 재활 분야 전문 의료기기 기업으로, 척추재활치료기를 개발 및 공급하고 있습니다. 메드랩의 제품으로는 B2B 병원용 척추치료기 Core S, Core E, Core C와 B2C 가정용 척추치료기 Core Ray가 있습니다. ",주식,"150,000,000","150,000,000","150,000,000",2022-01-12,제조,100%,39,크라우디,9,"229,559,606","335,407,284","-105,847,678","50,000,000","110,000,000","-223,229,658","-104,725,141"
온공투전시더컬러스팟,종료,전시 <더 컬러스팟>의 프로젝트 투자를 위해 설립된 특수 목적 법인입니다.,채권,"50,000,000","36,100,000",0,2022-01-11,IT·영상,72%,56,펀더풀,1,,,,,,,
브릭캠퍼스,종료,"브릭캠퍼스는 ‘모두가 예술가’라는 모토 아래, 국내외 최고 브릭 아티스트들의 작품을 감상하고, 체험하며 결국에는 스스로 하나의 완성된 브릭 아트 작품을 만들어 볼 수 있는 특별한 공간입니다. 브릭캠퍼스에서는 브릭에 관한 모든 것을 경험할 수 있습니다.",주식,"100,006,500","71,289,900",0,2022-01-08,예술·여가,71%,42,크라우디,9,"1,387,514,988","3,909,131,779","-2,521,616,791","14,285,000","1,205,968,951","-1,096,900,195","-1,059,053,890"
이에스에스티앤엘,성공,"ESS TNL 스마트관광 통합플랫폼
당사의 블록체인 기반 스마트관광 통합플랫폼 솔루션은 독립된 지역 특화형 여행 레저 플랫폼 구축시 획기적으로 도입기간과 예산을 절감 할 수 있으며 다국어 서비스와 간편 결제 특화된 패스기능과 과금 체계 지원",주식,"50,000,000","51,200,000","50,000,000",2022-01-06,기타,102%,14,오픈트레이드,7,"151,509,473","103,771,750","47,737,723","100,000,000",,"-52,462,592","-37,679,551"
프라터,성공,"홈 케어, 뷰티 디바이스, 헬스케어 원격진단 서비스",채권,"130,200,000","154,800,000","130,200,000",2021-12-29,IT·영상,119%,38,펀딩포유,6,"62,917,295","8,111,847","54,805,448","50,000,000","87,909,000","9,523,496","4,805,448"
